ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name	start_position	end_position	strand	external_gene_name	source	final_gene_name
ENSG00000300393		lncRNA	6	40523751	40529402	1		havana_tagene	NO_NAME_12617
ENSG00000298454		lncRNA	6	40640733	40643577	1		havana_tagene	NO_NAME_12469
ENSG00000237947		lncRNA	6	40713411	40715363	-1		havana	NO_NAME_12008
ENSG00000300353		lncRNA	6	40715514	40725369	1		havana_tagene	NO_NAME_12611
ENSG00000303784		lncRNA	6	40734408	40735949	-1		havana_tagene	NO_NAME_12869
ENSG00000295882		lncRNA	6	40794680	40825304	-1		havana_tagene	NO_NAME_12294
ENSG00000293636		lncRNA	6	40858022	41028130	-1		havana	NO_NAME_12767
ENSG00000296633		lncRNA	6	40885053	40888123	1		havana_tagene	NO_NAME_12335
ENSG00000296619		lncRNA	6	40885382	40890254	1		havana_tagene	NO_NAME_12334
ENSG00000296599		lncRNA	6	40997846	41009046	1		havana_tagene	NO_NAME_12332
ENSG00000124602	UNC5CL	protein_coding	6	41026895	41039221	-1	UNC5CL	ensembl_havana	UNC5CL
ENSG00000124596	OARD1	protein_coding	6	41033627	41097787	-1	OARD1	ensembl_havana	OARD1
ENSG00000112212	TSPO2	protein_coding	6	41042467	41044337	1	TSPO2	ensembl_havana	TSPO2
ENSG00000124701	APOBEC2	protein_coding	6	41053201	41064891	1	APOBEC2	ensembl_havana	APOBEC2
ENSG00000001167	NFYA	protein_coding	6	41072946	41102403	1	NFYA	ensembl_havana	NFYA
ENSG00000287678		lncRNA	6	41080588	41101282	-1		havana_tagene	NO_NAME_12968
ENSG00000161912	ADCY10P1	transcribed_unprocessed_pseudogene	6	41101022	41138727	1	ADCY10P1	havana	ADCY10P1
ENSG00000290554	ADCY10P1	lncRNA	6	41101034	41140835	1	ADCY10P1	havana	ADCY10P1_1
ENSG00000161911	TREML1	protein_coding	6	41149167	41155553	-1	TREML1	ensembl_havana	TREML1
ENSG00000290034		lncRNA	6	41154450	41177861	1		havana_tagene	NO_NAME_12301
ENSG00000095970	TREM2	protein_coding	6	41158488	41163186	-1	TREM2	ensembl_havana	TREM2
ENSG00000296086		lncRNA	6	41179968	41186333	-1		havana_tagene	NO_NAME_12302
ENSG00000112195	TREML2	protein_coding	6	41189749	41201149	-1	TREML2	ensembl_havana	TREML2
ENSG00000296815		lncRNA	6	41200883	41223279	1		havana_tagene	NO_NAME_12352
ENSG00000290563		lncRNA	6	41208542	41272128	-1		havana	NO_NAME_12350
ENSG00000184106	TREML3P	transcribed_unprocessed_pseudogene	6	41209634	41217947	-1	TREML3P	havana	TREML3P
ENSG00000188056	TREML4	protein_coding	6	41228339	41238882	1	TREML4	ensembl_havana	TREML4
ENSG00000212176	RNA5SP207	rRNA_pseudogene	6	41239520	41239626	-1	RNA5SP207	ensembl	RNA5SP207
ENSG00000225690	TREML5P	unprocessed_pseudogene	6	41247369	41249649	1	TREML5P	havana	TREML5P
ENSG00000274256		processed_pseudogene	6	41250851	41251097	1		havana	NO_NAME_12146
ENSG00000278745		processed_pseudogene	6	41252696	41252858	1		havana	NO_NAME_12147
ENSG00000124731	TREM1	protein_coding	6	41267100	41286682	-1	TREM1	ensembl_havana	TREM1
ENSG00000218809		unprocessed_pseudogene	6	41269875	41270239	-1		havana	NO_NAME_12148
ENSG00000206745	RNU6-643P	snRNA	6	41302466	41302572	-1	RNU6-643P	ensembl	RNU6-643P
ENSG00000213461	RPL32P15	processed_pseudogene	6	41308166	41308565	-1	RPL32P15	havana	RPL32P15
ENSG00000306154		lncRNA	6	41319029	41320443	1		havana_tagene	NO_NAME_13032
ENSG00000096264	NCR2	protein_coding	6	41335608	41350889	1	NCR2	ensembl_havana	NCR2
ENSG00000300198		lncRNA	6	41367573	41371676	-1		havana_tagene	NO_NAME_12597
ENSG00000300220		lncRNA	6	41369121	41372436	1		havana_tagene	NO_NAME_12600
ENSG00000294360		lncRNA	6	41374024	41376148	1		havana_tagene	NO_NAME_12203
ENSG00000307671		lncRNA	6	41380346	41383144	-1		havana_tagene	NO_NAME_13136
ENSG00000279284		TEC	6	41381392	41381832	-1		havana	NO_NAME_11840
ENSG00000280371		TEC	6	41405819	41406561	1		havana	NO_NAME_11841
ENSG00000298479		lncRNA	6	41426735	41429313	-1		havana_tagene	NO_NAME_12474
ENSG00000234753	FOXP4-AS1	lncRNA	6	41436972	41562194	-1	FOXP4-AS1	havana	FOXP4-AS1
ENSG00000295120		lncRNA	6	41442939	41448127	1		havana_tagene	NO_NAME_12250
ENSG00000226917	LINC01276	lncRNA	6	41499033	41519852	1	LINC01276	havana	LINC01276
ENSG00000137166	FOXP4	protein_coding	6	41546363	41602384	1	FOXP4	ensembl_havana	FOXP4
ENSG00000306207		lncRNA	6	41576688	41578704	-1		havana_tagene	NO_NAME_13036
ENSG00000266494	MIR4641	miRNA	6	41598723	41598788	1	MIR4641	mirbase	MIR4641
ENSG00000112559	MDFI	protein_coding	6	41636840	41654246	1	MDFI	ensembl_havana	MDFI
ENSG00000230913	NPM1P51	processed_pseudogene	6	41666906	41667649	1	NPM1P51	havana	NPM1P51
ENSG00000309839		lncRNA	6	41682542	41683458	1		havana_tagene	NO_NAME_13314
ENSG00000112561	TFEB	protein_coding	6	41683978	41736259	-1	TFEB	ensembl_havana	TFEB
ENSG00000231102		lncRNA	6	41720396	41734032	1		havana	NO_NAME_11855
ENSG00000096088	PGC	protein_coding	6	41736711	41754109	-1	PGC	ensembl_havana	PGC
ENSG00000269387		lncRNA	6	41764292	41764460	-1		havana	NO_NAME_11856
ENSG00000137218	FRS3	protein_coding	6	41770174	41787570	-1	FRS3	ensembl_havana	FRS3
ENSG00000124593		protein_coding	6	41780349	41790141	1		havana	NO_NAME_11566
ENSG00000278224	PRICKLE4	protein_coding	6	41780739	41787452	1	PRICKLE4	ensembl_havana	PRICKLE4
ENSG00000214736	TOMM6	protein_coding	6	41787652	41790064	1	TOMM6	ensembl_havana	TOMM6
ENSG00000164663	USP49	protein_coding	6	41789896	41895375	-1	USP49	havana	USP49
ENSG00000268745		lncRNA	6	41791410	41791477	1		havana	NO_NAME_12121
ENSG00000288721		protein_coding	6	41793314	41921139	-1		havana	NO_NAME_11573
ENSG00000206977		snoRNA	6	41832854	41832993	1		ensembl	NO_NAME_11857
ENSG00000227516		lncRNA	6	41868622	41869731	1		havana	NO_NAME_11933
ENSG00000298081		lncRNA	6	41895659	41896394	1		havana_tagene	NO_NAME_12447
ENSG00000298067		lncRNA	6	41895698	41897821	-1		havana_tagene	NO_NAME_12445
ENSG00000124641	MED20	protein_coding	6	41905354	41921139	-1	MED20	ensembl_havana	MED20
ENSG00000207371		misc_RNA	6	41917416	41917526	-1	Y_RNA	ensembl	NO_NAME_11934
ENSG00000112578	BYSL	protein_coding	6	41921229	41933050	1	BYSL	ensembl_havana	BYSL
ENSG00000112576	CCND3	protein_coding	6	41934934	42050357	-1	CCND3	ensembl_havana	CCND3
ENSG00000300006		lncRNA	6	41997298	41997997	1		havana_tagene	NO_NAME_12589
ENSG00000206875	RNU6-761P	snRNA	6	42018408	42018514	-1	RNU6-761P	ensembl	RNU6-761P
ENSG00000223946		lncRNA	6	42030053	42031382	1		havana	NO_NAME_11935
ENSG00000137413	TAF8	protein_coding	6	42050513	42087461	1	TAF8	ensembl_havana	TAF8
ENSG00000188112	C6orf132	protein_coding	6	42092233	42142620	-1	C6orf132	ensembl_havana	C6orf132
ENSG00000287363	CIMIP3	protein_coding	6	42142693	42163418	1	CIMIP3	havana	CIMIP3
ENSG00000290147	GUCA1ANB-GUCA1A	protein_coding	6	42155406	42180056	1	GUCA1ANB-GUCA1A	havana	GUCA1ANB-GUCA1A
ENSG00000048545	GUCA1A	protein_coding	6	42173364	42181338	1	GUCA1A	havana	GUCA1A
ENSG00000112599	GUCA1B	protein_coding	6	42183284	42194956	-1	GUCA1B	ensembl_havana	GUCA1B
ENSG00000289216		lncRNA	6	42191657	42192087	-1		havana_tagene	NO_NAME_13571
ENSG00000048544	MRPS10	protein_coding	6	42206694	42217881	-1	MRPS10	ensembl_havana	MRPS10
ENSG00000124496	TRERF1	protein_coding	6	42224931	42452224	-1	TRERF1	ensembl_havana	TRERF1
ENSG00000306367		lncRNA	6	42317373	42318685	1		havana_tagene	NO_NAME_13572
ENSG00000293992		lncRNA	6	42452307	42457184	1		havana_tagene	NO_NAME_12171
ENSG00000237107	RPL36AP5	processed_pseudogene	6	42499710	42500022	1	RPL36AP5	havana	RPL36AP5
ENSG00000304177		lncRNA	6	42536624	42538189	-1		havana_tagene	NO_NAME_12897
ENSG00000308738		lncRNA	6	42547478	42548248	-1		havana_tagene	NO_NAME_13216
ENSG00000308721		lncRNA	6	42547487	42563402	1		havana_tagene	NO_NAME_13214
ENSG00000024048	UBR2	protein_coding	6	42563995	42693505	1	UBR2	ensembl_havana	UBR2
ENSG00000310435		lncRNA	6	42600372	42617042	-1		havana_tagene	NO_NAME_13358
ENSG00000206848	RNU6-890P	snRNA	6	42664162	42664268	1	RNU6-890P	ensembl	RNU6-890P
ENSG00000308061		lncRNA	6	42694758	42697721	1		havana_tagene	NO_NAME_13165
ENSG00000112619	PRPH2	protein_coding	6	42696598	42722597	-1	PRPH2	ensembl_havana	PRPH2
ENSG00000299695		lncRNA	6	42723306	42727839	-1		havana_tagene	NO_NAME_12562
ENSG00000213435	ATP6V0CP3	processed_pseudogene	6	42727234	42727700	1	ATP6V0CP3	havana	ATP6V0CP3
ENSG00000124659	TBCC	protein_coding	6	42744498	42746103	-1	TBCC	ensembl_havana	TBCC
ENSG00000112624	BICRAL	protein_coding	6	42781931	42868560	1	BICRAL	ensembl_havana	BICRAL
ENSG00000146223	RPL7L1	protein_coding	6	42879616	42889925	1	RPL7L1	ensembl_havana	RPL7L1
ENSG00000221821	PEX39	protein_coding	6	42890265	42890821	-1	PEX39	ensembl_havana	PEX39
ENSG00000288010		lncRNA	6	42893761	42903072	-1		havana_tagene	NO_NAME_12193
ENSG00000171611	PTCRA	protein_coding	6	42915989	42925838	1	PTCRA	ensembl_havana	PTCRA
ENSG00000287825		lncRNA	6	42927686	42929752	-1		havana_tagene	NO_NAME_12199
ENSG00000137161	CNPY3	protein_coding	6	42929115	42939903	1	CNPY3	ensembl_havana	CNPY3
ENSG00000231113	LINC02976	lncRNA	6	42940364	42948360	1	LINC02976	havana	LINC02976
ENSG00000294356		lncRNA	6	42942206	42943429	-1		havana_tagene	NO_NAME_12202
ENSG00000181524	RPL24P4	processed_pseudogene	6	42956345	42956765	-1	RPL24P4	havana	RPL24P4
ENSG00000124587	PEX6	protein_coding	6	42959717	42979243	-1	PEX6	ensembl_havana	PEX6
ENSG00000124713	GNMT	protein_coding	6	42960690	42963883	1	GNMT	ensembl_havana	GNMT
ENSG00000290049		lncRNA	6	42980538	42984345	-1		havana_tagene	NO_NAME_12196
ENSG00000112640	PPP2R5D	protein_coding	6	42984538	43012346	1	PPP2R5D	ensembl_havana	PPP2R5D
ENSG00000124733	MEA1	protein_coding	6	43011143	43016868	-1	MEA1	ensembl_havana	MEA1
ENSG00000124702	KLHDC3	protein_coding	6	43014103	43021298	1	KLHDC3	ensembl_havana	KLHDC3
ENSG00000124541	RRP36	protein_coding	6	43021593	43034156	1	RRP36	ensembl_havana	RRP36
ENSG00000272223		lncRNA	6	43033897	43034405	-1		havana	NO_NAME_11816
ENSG00000240625	RN7SL403P	misc_RNA	6	43036196	43036500	-1	RN7SL403P	ensembl	RN7SL403P
ENSG00000044090	CUL7	protein_coding	6	43037617	43053943	-1	CUL7	ensembl_havana	CUL7
ENSG00000137171	KLC4	protein_coding	6	43040777	43075099	1	KLC4	ensembl_havana	KLC4
ENSG00000288564		protein_coding	6	43051066	43058185	-1		havana	NO_NAME_11562
ENSG00000112651	MRPL2	protein_coding	6	43054029	43059449	-1	MRPL2	ensembl_havana	MRPL2
ENSG00000272170	KLC4-AS1	lncRNA	6	43074325	43077310	-1	KLC4-AS1	havana	KLC4-AS1
ENSG00000112655	PTK7	protein_coding	6	43076257	43161719	1	PTK7	ensembl_havana	PTK7
ENSG00000298885		lncRNA	6	43095594	43108003	1		havana_tagene	NO_NAME_12493
ENSG00000307823		lncRNA	6	43168952	43171316	-1		havana_tagene	NO_NAME_13147
ENSG00000112658	SRF	protein_coding	6	43171269	43181506	1	SRF	ensembl_havana	SRF
ENSG00000294565		lncRNA	6	43173025	43174667	-1		havana_tagene	NO_NAME_12211
ENSG00000112659	CUL9	protein_coding	6	43182181	43224587	1	CUL9	ensembl_havana	CUL9
ENSG00000245261	CUL9-AS1	lncRNA	6	43213801	43223860	-1	CUL9-AS1	havana	CUL9-AS1
ENSG00000112667	DNPH1	protein_coding	6	43225629	43229484	-1	DNPH1	ensembl_havana	DNPH1
ENSG00000146216	TTBK1	protein_coding	6	43243481	43288258	1	TTBK1	ensembl_havana	TTBK1
ENSG00000137204	SLC22A7	protein_coding	6	43295694	43305543	1	SLC22A7	ensembl_havana	SLC22A7
ENSG00000146215	CRIP3	protein_coding	6	43299710	43308874	-1	CRIP3	ensembl_havana	CRIP3
ENSG00000171467	ZNF318	protein_coding	6	43307134	43369647	-1	ZNF318	ensembl_havana	ZNF318
ENSG00000219222	RPL12P47	processed_pseudogene	6	43310231	43310357	1	RPL12P47	havana	RPL12P47
ENSG00000220614	RPL34P14	processed_pseudogene	6	43328134	43328476	1	RPL34P14	havana	RPL34P14
ENSG00000303420		lncRNA	6	43332183	43333289	1		havana_tagene	NO_NAME_12851
ENSG00000179157	RPS2P28	processed_pseudogene	6	43363479	43364219	1	RPS2P28	havana	RPS2P28
ENSG00000226558		processed_pseudogene	6	43364220	43364294	1		havana	NO_NAME_13434
ENSG00000287055		lncRNA	6	43370026	43425283	1		havana_tagene	NO_NAME_13435
ENSG00000287266		lncRNA	6	43403815	43408341	-1		havana_tagene	NO_NAME_13436
ENSG00000124574	ABCC10	protein_coding	6	43427366	43450430	1	ABCC10	ensembl_havana	ABCC10
ENSG00000276770	MIR6780B	miRNA	6	43434542	43434620	1	MIR6780B	mirbase	MIR6780B
ENSG00000171462	DLK2	protein_coding	6	43450351	43456632	-1	DLK2	ensembl_havana	DLK2
ENSG00000207076	RNU6-1113P	snRNA	6	43474186	43474292	1	RNU6-1113P	ensembl	RNU6-1113P
ENSG00000137221	TJAP1	protein_coding	6	43477523	43506562	1	TJAP1	ensembl_havana	TJAP1
ENSG00000204052	LRRC73	protein_coding	6	43506965	43510388	-1	LRRC73	ensembl_havana	LRRC73
ENSG00000171453	POLR1C	protein_coding	6	43509702	43562419	1	POLR1C	ensembl_havana	POLR1C
ENSG00000137207	YIPF3	protein_coding	6	43511821	43516985	-1	YIPF3	ensembl_havana	YIPF3
ENSG00000271754		lncRNA	6	43519180	43519724	-1		havana	NO_NAME_13437
ENSG00000124571	XPO5	protein_coding	6	43522334	43576061	-1	XPO5	ensembl_havana	XPO5
ENSG00000219470	RPS2P29	processed_pseudogene	6	43538822	43539703	-1	RPS2P29	havana	RPS2P29
ENSG00000252218		scaRNA	6	43544144	43544270	1		ensembl	NO_NAME_11853
ENSG00000170734	POLH	protein_coding	6	43575537	43620523	1	POLH	ensembl_havana	POLH
ENSG00000203362	POLH-AS1	lncRNA	6	43588230	43591362	-1	POLH-AS1	havana	POLH-AS1
ENSG00000172432	GTPBP2	protein_coding	6	43605316	43629264	-1	GTPBP2	ensembl_havana	GTPBP2
ENSG00000124688	MAD2L1BP	protein_coding	6	43629494	43640955	1	MAD2L1BP	ensembl_havana	MAD2L1BP
ENSG00000172426	RSPH9	protein_coding	6	43644229	43672604	1	RSPH9	ensembl_havana	RSPH9
ENSG00000096080	MRPS18A	protein_coding	6	43671202	43687800	-1	MRPS18A	ensembl_havana	MRPS18A
ENSG00000310441		lncRNA	6	43678253	43678774	1		havana_tagene	NO_NAME_13359
ENSG00000310424		lncRNA	6	43705653	43712675	-1		havana_tagene	NO_NAME_13461
ENSG00000218107	EXOSC8P1	transcribed_processed_pseudogene	6	43705949	43706751	-1	EXOSC8P1	havana	EXOSC8P1
ENSG00000236961		lncRNA	6	43721283	43758637	-1		havana	NO_NAME_12599
ENSG00000112715	VEGFA	protein_coding	6	43770184	43786487	1	VEGFA	ensembl_havana	VEGFA
ENSG00000272114		lncRNA	6	43770429	43770616	-1		havana	NO_NAME_11854
ENSG00000283573		lncRNA	6	43797144	43904542	1		havana	NO_NAME_12166
ENSG00000294041		lncRNA	6	43836643	43838149	1		havana_tagene	NO_NAME_12175
ENSG00000294060		lncRNA	6	43838145	43838849	-1		havana_tagene	NO_NAME_12177
ENSG00000283215	LINC02537	lncRNA	6	43844878	43852333	-1	LINC02537	havana	LINC02537
ENSG00000293908		lncRNA	6	43862234	43879824	-1		havana_tagene	NO_NAME_12167
ENSG00000289313	LINC01512	lncRNA	6	43890891	43938218	1	LINC01512	havana_tagene	LINC01512
ENSG00000293949		lncRNA	6	43902079	43915320	-1		havana_tagene	NO_NAME_13381
ENSG00000237686	SCIRT	lncRNA	6	43931505	44074685	-1	SCIRT	havana	SCIRT
ENSG00000289609		lncRNA	6	43985019	43999564	1		havana_tagene	NO_NAME_13382
ENSG00000294009		lncRNA	6	43990858	43992739	-1		havana_tagene	NO_NAME_13383
ENSG00000181577	LINC03040	protein_coding	6	44000580	44007612	1	LINC03040	ensembl_havana	LINC03040
ENSG00000231881		lncRNA	6	44058792	44089288	1		havana	NO_NAME_13384
ENSG00000183239	RPL29P16	processed_pseudogene	6	44089242	44089696	-1	RPL29P16	havana	RPL29P16
ENSG00000287562		lncRNA	6	44090787	44095585	-1		havana	NO_NAME_11852
ENSG00000180992	MRPL14	protein_coding	6	44112290	44128724	-1	MRPL14	ensembl_havana	MRPL14
ENSG00000137216	TMEM63B	protein_coding	6	44126614	44155520	1	TMEM63B	ensembl_havana	TMEM63B
ENSG00000297496		lncRNA	6	44155452	44158761	-1		havana_tagene	NO_NAME_13385
ENSG00000137225	CAPN11	protein_coding	6	44158811	44184401	1	CAPN11	ensembl_havana	CAPN11
ENSG00000265439	RN7SL811P	misc_RNA	6	44209766	44210063	1	RN7SL811P	ensembl	RN7SL811P
ENSG00000262179	MYMX	protein_coding	6	44216926	44218236	1	MYMX	havana	MYMX
ENSG00000112759	SLC29A1	protein_coding	6	44219245	44236432	1	SLC29A1	ensembl_havana	SLC29A1
ENSG00000296617		lncRNA	6	44245590	44246429	-1		havana_tagene	NO_NAME_13432
ENSG00000096384	HSP90AB1	protein_coding	6	44245808	44253888	1	HSP90AB1	ensembl_havana	HSP90AB1
ENSG00000157593	SLC35B2	protein_coding	6	44254096	44257890	-1	SLC35B2	ensembl_havana	SLC35B2
ENSG00000284427	MIR4647	miRNA	6	44254206	44254285	-1	MIR4647	mirbase	MIR4647
ENSG00000146232	NFKBIE	protein_coding	6	44258166	44265788	-1	NFKBIE	ensembl_havana	NFKBIE
ENSG00000178233	TMEM151B	protein_coding	6	44270450	44307506	1	TMEM151B	ensembl_havana	TMEM151B
ENSG00000272442		protein_coding	6	44273194	44378957	1		havana	NO_NAME_11589
ENSG00000146221	TCTE1	protein_coding	6	44278734	44297698	-1	TCTE1	ensembl_havana	TCTE1
ENSG00000124608	AARS2	protein_coding	6	44298726	44313347	-1	AARS2	ensembl_havana	AARS2
ENSG00000249481	SPATS1	protein_coding	6	44342650	44380179	1	SPATS1	ensembl_havana	SPATS1
ENSG00000296265		lncRNA	6	44384559	44388100	-1		havana_tagene	NO_NAME_13433
ENSG00000096401	CDC5L	protein_coding	6	44387565	44450425	1	CDC5L	ensembl_havana	CDC5L
ENSG00000266619	MIR4642	miRNA	6	44435641	44435722	1	MIR4642	mirbase	MIR4642
ENSG00000303259		lncRNA	6	44456919	44464561	1		havana_tagene	NO_NAME_12834
ENSG00000309400		lncRNA	6	44482077	44482820	-1		havana_tagene	NO_NAME_13276
ENSG00000237530		lncRNA	6	44513262	44527448	1		havana	NO_NAME_11621
ENSG00000301967		lncRNA	6	44545166	44551543	-1		havana_tagene	NO_NAME_12735
ENSG00000279076		TEC	6	44551577	44553281	1		havana	NO_NAME_11626
ENSG00000308187		lncRNA	6	44551615	44553285	1		havana_tagene	NO_NAME_13172
ENSG00000305504		lncRNA	6	44716845	44728127	-1		havana_tagene	NO_NAME_13001
ENSG00000286417		lncRNA	6	44727876	44832570	1		havana_tagene	NO_NAME_13000
ENSG00000196284	SUPT3H	protein_coding	6	44809317	45377953	-1	SUPT3H	ensembl_havana	SUPT3H
ENSG00000270900	NUDT19P4	processed_pseudogene	6	44898711	44899295	1	NUDT19P4	havana	NUDT19P4
ENSG00000276156		unprocessed_pseudogene	6	45097496	45097976	1		havana	NO_NAME_12074
ENSG00000277769	RBM22P4	processed_pseudogene	6	45098021	45099260	1	RBM22P4	havana	RBM22P4
ENSG00000219384		processed_pseudogene	6	45158870	45159511	1		havana	NO_NAME_12075
ENSG00000207769	MIR586	miRNA	6	45197674	45197770	-1	MIR586	mirbase	MIR586
ENSG00000124813	RUNX2	protein_coding	6	45328157	45664349	1	RUNX2	ensembl_havana	RUNX2
ENSG00000309252		lncRNA	6	45378155	45378813	1		havana_tagene	NO_NAME_13256
ENSG00000271857		lncRNA	6	45421079	45422005	-1		havana	NO_NAME_13049
ENSG00000261080	RUNX2-AS1	lncRNA	6	45573346	45576770	-1	RUNX2-AS1	havana	RUNX2-AS1
ENSG00000296026		lncRNA	6	45575195	45576426	1		havana_tagene	NO_NAME_12300
ENSG00000305464		lncRNA	6	45675016	45678257	1		havana_tagene	NO_NAME_12998
ENSG00000305787		lncRNA	6	45826389	45831238	-1		havana_tagene	NO_NAME_13008
ENSG00000112782	CLIC5	protein_coding	6	45880827	46080348	-1	CLIC5	ensembl_havana	CLIC5
ENSG00000302748		lncRNA	6	45951463	45955468	1		havana_tagene	NO_NAME_12794
ENSG00000212468	RNU6-754P	snRNA	6	46018745	46018851	1	RNU6-754P	ensembl	RNU6-754P
ENSG00000231769		lncRNA	6	46096004	46129857	-1		havana	NO_NAME_12791
ENSG00000001561	ENPP4	protein_coding	6	46129964	46146699	1	ENPP4	ensembl_havana	ENPP4
ENSG00000112796	ENPP5	protein_coding	6	46158482	46171113	-1	ENPP5	ensembl_havana	ENPP5
ENSG00000229349	ACTG1P9	processed_pseudogene	6	46204729	46207386	1	ACTG1P9	havana	ACTG1P9
ENSG00000307590		lncRNA	6	46219304	46242403	1		havana_tagene	NO_NAME_13128
ENSG00000172348	RCAN2	protein_coding	6	46220736	46491972	-1	RCAN2	ensembl_havana	RCAN2
ENSG00000307576		lncRNA	6	46276324	46345986	1		havana_tagene	NO_NAME_13127
ENSG00000226541	RPL36P10	processed_pseudogene	6	46438310	46438619	1	RPL36P10	havana	RPL36P10
ENSG00000236466	RCAN2-DT	lncRNA	6	46491967	46606283	1	RCAN2-DT	havana	RCAN2-DT
ENSG00000146233	CYP39A1	protein_coding	6	46549383	46652830	-1	CYP39A1	ensembl_havana	CYP39A1
ENSG00000153291	SLC25A27	protein_coding	6	46652915	46678190	1	SLC25A27	ensembl_havana	SLC25A27
ENSG00000242973	TDRD6-AS1	lncRNA	6	46670427	46688295	-1	TDRD6-AS1	havana	TDRD6-AS1
ENSG00000180113	TDRD6	protein_coding	6	46687875	46704319	1	TDRD6	ensembl_havana	TDRD6
ENSG00000146070	PLA2G7	protein_coding	6	46704201	46735718	-1	PLA2G7	ensembl_havana	PLA2G7
ENSG00000230062	ANKRD66	protein_coding	6	46746933	46759506	1	ANKRD66	ensembl_havana	ANKRD66
ENSG00000236164		lncRNA	6	46758296	46761158	-1		havana	NO_NAME_11868
ENSG00000112818	MEP1A	protein_coding	6	46793368	46839801	1	MEP1A	ensembl_havana	MEP1A
ENSG00000069122	ADGRF5	protein_coding	6	46852310	46956392	-1	ADGRF5	ensembl_havana	ADGRF5
ENSG00000225730	ADGRF5-AS1	lncRNA	6	46903471	46909078	1	ADGRF5-AS1	havana	ADGRF5-AS1
ENSG00000153292	ADGRF1	protein_coding	6	46997708	47042350	-1	ADGRF1	ensembl_havana	ADGRF1
ENSG00000305542		lncRNA	6	47043191	47111930	-1		havana_tagene	NO_NAME_13002
ENSG00000308087		lncRNA	6	47128368	47133351	-1		havana_tagene	NO_NAME_13166
ENSG00000146072	TNFRSF21	protein_coding	6	47231532	47309947	-1	TNFRSF21	ensembl_havana	TNFRSF21
ENSG00000302549		lncRNA	6	47310020	47312604	1		havana_tagene	NO_NAME_12778
ENSG00000271328	B3GNTL1P2	processed_pseudogene	6	47368943	47369230	1	B3GNTL1P2	havana	B3GNTL1P2
ENSG00000287485		lncRNA	6	47374561	47415114	-1		havana_tagene	NO_NAME_12338
ENSG00000296682		lncRNA	6	47414584	47415067	1		havana_tagene	NO_NAME_12341
ENSG00000307593		lncRNA	6	47429705	47460450	-1		havana_tagene	NO_NAME_13129
ENSG00000270761	CD2AP-DT	lncRNA	6	47476441	47478160	-1	CD2AP-DT	havana	CD2AP-DT
ENSG00000198087	CD2AP	protein_coding	6	47477752	47627263	1	CD2AP	ensembl_havana	CD2AP
ENSG00000199762		misc_RNA	6	47489067	47489170	1	Y_RNA	ensembl	NO_NAME_12076
ENSG00000216813	RPS12P14	processed_pseudogene	6	47562622	47563018	1	RPS12P14	havana	RPS12P14
ENSG00000293467		lncRNA	6	47656487	47695192	1		ensembl_havana	NO_NAME_12106
ENSG00000164393	ADGRF2P	transcribed_unitary_pseudogene	6	47673420	47693719	1	ADGRF2P	ensembl_havana	ADGRF2P
ENSG00000153294	ADGRF4	protein_coding	6	47685864	47722021	1	ADGRF4	ensembl_havana	ADGRF4
ENSG00000252711	RN7SKP116	misc_RNA	6	47715283	47715601	1	RN7SKP116	ensembl	RN7SKP116
ENSG00000226594		lncRNA	6	47729827	47740741	-1		havana	NO_NAME_11872
ENSG00000298110		lncRNA	6	47740874	47742086	1		havana_tagene	NO_NAME_12449
ENSG00000216616	RPL27AP7	processed_pseudogene	6	47752828	47753240	-1	RPL27AP7	havana	RPL27AP7
ENSG00000124818	OPN5	protein_coding	6	47781982	47832780	1	OPN5	ensembl_havana	OPN5
ENSG00000200340	RNU1-105P	snRNA	6	47823390	47823550	1	RNU1-105P	ensembl	RNU1-105P
ENSG00000304494		lncRNA	6	47853038	47874366	1		havana_tagene	NO_NAME_12926
ENSG00000244694	PTCHD4	protein_coding	6	47856673	48111197	-1	PTCHD4	ensembl_havana	PTCHD4
ENSG00000309382		lncRNA	6	48068358	48078438	1		havana_tagene	NO_NAME_13272
ENSG00000286811		lncRNA	6	48069213	48111078	-1		havana_tagene	NO_NAME_11873
ENSG00000226068	HNRNPA3P4	processed_pseudogene	6	48149203	48150005	-1	HNRNPA3P4	havana	HNRNPA3P4
ENSG00000216835	RBMXP1	processed_pseudogene	6	48213604	48214794	-1	RBMXP1	havana	RBMXP1
ENSG00000295504		lncRNA	6	48524386	48597432	1		havana_tagene	NO_NAME_12269
ENSG00000278736		processed_pseudogene	6	48701491	48701872	-1		havana	NO_NAME_11617
ENSG00000287137		lncRNA	6	48754649	48795797	-1		havana_tagene	NO_NAME_12460
ENSG00000271162	PRR11P1	processed_pseudogene	6	48952070	48952781	-1	PRR11P1	havana	PRR11P1
ENSG00000218337	MTMR9P1	processed_pseudogene	6	49077712	49078051	-1	MTMR9P1	havana	MTMR9P1
ENSG00000274867		processed_pseudogene	6	49115537	49116115	1		havana	NO_NAME_11628
ENSG00000297870		lncRNA	6	49264177	49342602	-1		havana_tagene	NO_NAME_12436
ENSG00000217631		processed_pseudogene	6	49273600	49273794	1		havana	NO_NAME_11644
ENSG00000252457	RNU7-65P	snRNA	6	49344800	49344861	-1	RNU7-65P	ensembl	RNU7-65P
ENSG00000277043	EEF1A1P42	processed_pseudogene	6	49358185	49360420	-1	EEF1A1P42	havana	EEF1A1P42
